#Organism_name,taxonomy_ID,Supergroup_group,Phylum,Class,Mitochondria_type,Plastid_type
Tilia paucicostata,197130,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Pseudotrapelus sinaitus,118229,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Camellia sinensis,4442,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Physcomitrella patens,3218,Archaeplastida_Viridiplantae,Streptophyta,Bryopsida,Aerobic_mitochondria,Primary_green_plastid 
Stylophora pistillata,50429,Opisthokonta_Metazoa,Cnidaria,Anthozoa,Aerobic_mitochondria,None
Zamia furfuracea,42329,Archaeplastida_Viridiplantae,Streptophyta,Cycadopsida,Aerobic_mitochondria,Primary_green_plastid 
Pelotretis flavilatus,526618,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Saprochaete ingens,2606893,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Anopheles costai,925981,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Paracolopha morrisoni,1308599,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Paranemertes cf. peregrina SCS-2010,743461,Opisthokonta_Metazoa,Nemertea,Enopla,Unknown,None
Pinus teocote,71652,Archaeplastida_Viridiplantae,Streptophyta,Pinopsida,Aerobic_mitochondria,Primary_green_plastid 
Leishmania lainsoni,5677,Discoba,Euglenozoa,Kinetoplastea,Aerobic_mitochondria,None
Hymenochirus boettgeri,247094,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Eremias stummeri,1819979,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Coniochaeta sp. AEA 9055,2558172,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Hydrogen-producing_mitochondria,None 
Corylus wangii,2501417,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Eriachne sulcata,1980159,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Cryptococcus neoformans var. neoformans B-3501A,283643,Opisthokonta_Fungi,Basidiomycota,Tremellomycetes,Aerobic_mitochondria,None 
Cryptocercus meridianus,486158,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Leucoagaricus gongylophorus Ac12,1258663,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Mitosome,None 
Ocypode ceratophthalmus,373423,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Zosterops lateralis,43581,Opisthokonta_Metazoa,Chordata,Aves,Mitosome,None
Apiotrichum mycotoxinivorans,252803,Opisthokonta_Fungi,Basidiomycota,Tremellomycetes,Aerobic_mitochondria,None 
Dromaius novaehollandiae,8790,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Genlisea repens,326261,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Morone saxatilis,34816,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Sinocyclocheilus huizeensis,2591686,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Fabriciana nerippe,1004790,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Millerozyma farinosa,4920,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Delphinus capensis,103584,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Tilletiopsis washingtonensis,58919,Opisthokonta_Fungi,Basidiomycota,Exobasidiomycetes,Aerobic_mitochondria,None 
Entodinium caudatum,47911,SAR_Alveolata,Ciliophora,Litostomatea,Aerobic_mitochondria,None
Pterogastra divaricata,263335,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Chionanthus axillaris,1382063,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Cryptococcus neoformans var. grubii MW-RSA1955,1230066,Opisthokonta_Fungi,Basidiomycota,Tremellomycetes,Aerobic_mitochondria,None 
Pyronema omphalodes CBS 100304,1076935,Opisthokonta_Fungi,Ascomycota,Pezizomycetes,Aerobic_mitochondria,None 
Echinococcus felidis,460528,Opisthokonta_Metazoa,Platyhelminthes,Cestoda,Aerobic_mitochondria,None
Curculio davidi,1453177,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Libelloides macaronius,146496,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Torulaspora pretoriensis,35629,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Undescribed,None 
Aquilaria yunnanensis,452568,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Peucedanum insolens,1680231,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Exophiala aquamarina CBS 119918,1182545,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Eremurus robustus,2715293,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Grapsus tenuicrustatus,1036995,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Scaphognathops bandanensis,643459,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Hypselodoris apolegma,1174615,Opisthokonta_Metazoa,Mollusca,Gastropoda,Aerobic_mitochondria,None
Tetraodon miurus,94908,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Anthus novaeseelandiae,1108006,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Ulmus davidiana,1297873,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Cafileria marina,2557541,SAR_Stramenopiles,Stramenopiles,Bigyra,Aerobic_mitochondria,None
Sepia officinalis,6610,Opisthokonta_Metazoa,Mollusca,Cephalopoda,Aerobic_mitochondria,None
Apolemichthys armitagei,1701550,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Riccia fluitans,41844,Archaeplastida_Viridiplantae,Streptophyta,Marchantiopsida,Aerobic_mitochondria,Primary_green_plastid 
Mastocarpus papillatus,31436,Archaeplastida_Rhodophyta,Rhodophyta,Florideophyceae,Aerobic_mitochondria,Primary_red_plastid
Trichoderma reesei QM6a,431241,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Aethia cristatella,28685,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Nicholsicypris normalis,352920,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Potomotyphlus kaupii,1415581,Opisthokonta_Metazoa,Chordata,Amphibia,Undescribed,None
Citrullus amarus,1567104,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Scenedesmus sp. ARA3,2056403,Archaeplastida_Viridiplantae,Chlorophyta,Chlorophyceae,Aerobic_mitochondria,Primary_green_plastid 
Metacrangonyx repens,1199184,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Hierodula formosana,940208,Opisthokonta_Metazoa,Arthropoda,Insecta,Undescribed,None
Gephyrocharax atracaudatus,930246,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Botia udomritthiruji,643363,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Placozoan sp. BZ49,401704,Opisthokonta_Metazoa,Placozoa,unclassified Placozoa,Aerobic_mitochondria,None
Taxus brevifolia,46220,Archaeplastida_Viridiplantae,Streptophyta,Pinopsida,Aerobic_mitochondria,Primary_green_plastid 
Gobiobotia intermedia,1420981,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Caulerpa manorensis,717648,Archaeplastida_Viridiplantae,Chlorophyta,Ulvophyceae,Aerobic_mitochondria,Primary_green_plastid 
Lucilia cuprina,7375,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Liogluta microptera,866049,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Nestegis cunninghamii,126541,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Heliconius hecale felix,1109109,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Percina brevicauda,163812,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Venturia effusa,50376,Opisthokonta_Fungi,Ascomycota,Dothideomycetes,Aerobic_mitochondria,None 
Agrostis gigantea,345916,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Caloboletus calopus,141855,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Anaerobic_mitochondria,None 
Pyrenophora seminiperda CCB06,1302712,Opisthokonta_Fungi,Ascomycota,Dothideomycetes,Aerobic_mitochondria,None 
Ladona fulva,123851,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Malaclemys terrapin terrapin,391341,Opisthokonta_Metazoa,Chordata,Reptilia ,Aerobic_mitochondria,None
Gamarada debralockiae,2037899,Opisthokonta_Fungi,Ascomycota,Leotiomycetes,Aerobic_mitochondria,None 
Chloropicon maureeniae,1461542,Archaeplastida_Viridiplantae,Chlorophyta,Chloropicophyceae,Aerobic_mitochondria,Primary_green_plastid 
Solanum medians,710640,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Calocedrus formosana,54798,Archaeplastida_Viridiplantae,Streptophyta,Pinopsida,Aerobic_mitochondria,Primary_green_plastid 
Pseudolaubuca sinensis,172914,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Sinularia ceramensis,668398,Opisthokonta_Metazoa,Cnidaria,Anthozoa,Aerobic_mitochondria,None
Poa palustris,269377,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Catostomus catostomus,43956,Opisthokonta_Metazoa,Chordata,Actinopteri,Anaerobic_mitochondria,None
Tetranychus urticae,32264,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Aulorhynchus flavidus,240152,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Grus nigricollis,40817,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Mytilus trossulus,6551,Opisthokonta_Metazoa,Mollusca,Bivalvia,Aerobic_mitochondria,None
Melaphis rhois,13142,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Acanthoceras zachariasii,451788,SAR_Stramenopiles,Bacillariophyta,Coscinodiscophyceae,Aerobic_mitochondria,Secondary_red_plastid
Nestegis apetala,126540,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Mergus squamatus,670348,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Shirakiacris shirakii,334753,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Litocranius walleri,69311,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Albatrellus ellisii,80570,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Aerobic_mitochondria,None 
Leptochilus hemionitideus,493391,Archaeplastida_Viridiplantae,Streptophyta,Polypodiopsida,Aerobic_mitochondria,Primary_green_plastid 
Parum colligata,522860,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Lactarius indigo,222702,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Aerobic_mitochondria,None 
Magnaporthiopsis incrustans,36781,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Abies kawakamii,342582,Archaeplastida_Viridiplantae,Streptophyta,Pinopsida,Aerobic_mitochondria,Primary_green_plastid 
Allium fistulosum,35875,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Bryodemella holdereri holdereri,445143,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Emberiza chrysophrys,504295,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Paris marmorata,221257,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Undescribed,Primary_green_plastid 
Epinephelus fuscoguttatus x Epinephelus lanceolatus,1074816,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Raffaelea quercus-mongolicae,1423150,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Undescribed,None 
Schistura fasciolata,143400,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Verticillium dahliae VDG1,1027910,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,unclassified_MRO,None 
Pichia occidentalis,54552,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Prunus yedoensis,3759,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Buteo buteo,30397,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Saccharomyces cerevisiae YJM1338,1294350,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Giardia intestinalis assemblage A,941442,Metamonada,Fornicata,Diplomonadida,Aerobic_mitochondria,None
Picus canus,301969,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Penaeus penicillatus,161924,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Danthoniopsis dinteri,79842,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Celtis biondii,1184750,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Prunus armeniaca,36596,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Candida sojae,52253,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Schima khasiana,197088,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Cecropis daurica,317158,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Ostichthys japonicus,181437,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Siganus vulpinus,175429,Opisthokonta_Metazoa,Chordata,Actinopteri,Anaerobic_mitochondria,None
Polynemus dubius,1807190,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Blastomyces dermatitidis ER-3,559297,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Modiolus nipponicus,182714,Opisthokonta_Metazoa,Mollusca,Bivalvia,Aerobic_mitochondria,None
Cyberlindnera jadinii NRRL Y-1542,983966,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Undescribed,None 
Diaporthe aspalathi,626713,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Cheumatopsyche campyla,692082,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Cnaphalocrocis medinalis,437488,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Drechslerella stenobrocha 248,1043628,Opisthokonta_Fungi,Ascomycota,Orbiliomycetes,Aerobic_mitochondria,None 
Heterakis gallinarum,65465,Opisthokonta_Metazoa,Nematoda,Chromadorea,Aerobic_mitochondria,None
Hycleus marcipoli,1914940,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Lathyrus clymenum,3855,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Thecaphora thlaspeos,469304,Opisthokonta_Fungi,Basidiomycota,Ustilaginomycetes,Aerobic_mitochondria,None 
Bryopa lata,1969317,Opisthokonta_Metazoa,Mollusca,Bivalvia,Aerobic_mitochondria,None
Phrynocephalus grumgrzimailoi,171645,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Rallina eurizonoides sepiaria,547198,Opisthokonta_Metazoa,Chordata,Aves,Anaerobic_mitochondria,None
Ginglymostoma cirratum,7801,Opisthokonta_Metazoa,Chordata,Chondrichthyes,Aerobic_mitochondria,None
Lonchura grandis x Lonchura castaneothorax,2026170,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Microcyclospora tardicrescens,766056,Opisthokonta_Fungi,Ascomycota,Dothideomycetes,Aerobic_mitochondria,None 
Chionochloa macra,58215,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Hesperiphona vespertina,670343,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Juglans regia,51240,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Micronecta sahlbergii,2304347,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Muricea crassa,1806088,Opisthokonta_Metazoa,Cnidaria,Anthozoa,Aerobic_mitochondria,None
Saussurea delavayi,378318,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Magnolia conifera,86742,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Chanodichthys dabryi,194365,Opisthokonta_Metazoa,Chordata,Actinopteri,Undescribed,None
Balaenoptera bonaerensis,33556,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Oxyeleotris lineolata,308080,Opisthokonta_Metazoa,Chordata,Actinopteri,Hydrogen-producing_mitochondria,None
Burmannia coelestis,167573,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Loxodonta cyclotis,99490,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Oreonectes platycephalus,341095,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Didymosphaeria enalia,85948,Opisthokonta_Fungi,Ascomycota,Dothideomycetes,Aerobic_mitochondria,None 
Colletotrichum sidae,1347389,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Plasmodium chabaudi chabaudi,31271,SAR_Alveolata,Alveolata,Apicomplexa,Aerobic_mitochondria,Secondary_red_plastid_Apicoplast
Xenopus tropicalis,8364,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Nesidiocoris tenuis,355587,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Aquatica ficta,1631555,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Blumeria graminis f. sp. hordei K1,1283759,Opisthokonta_Fungi,Ascomycota,Leotiomycetes,Aerobic_mitochondria,None 
Stercorarius maccormicki,395889,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Tamiops maritimus,1048687,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Pyrrhopeplus carduelis,1928078,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Lobocla bifasciata,1663115,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Varroa jacobsoni,62625,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Sarcophaga crassipalpis,59312,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Chaetomium globosum CBS 148.51,306901,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Quercus glauca,103489,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Bactrocera tsuneonis,104691,Opisthokonta_Metazoa,Arthropoda,Insecta,Undescribed,None
Clava multicornis,498518,Opisthokonta_Metazoa,Cnidaria,Hydrozoa,Aerobic_mitochondria,None
Oreotrochilus melanogaster,689266,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Sorghum propinquum,132711,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Adinandra angustifolia,2021135,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Diaphorencyrtus aligarhensis,436678,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Sorbus setschwanensis,1826813,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Maccullochella peelii,135761,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Mastacembelus armatus,205130,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Curetis bulis,124389,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Allium victorialis,88845,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Nematodirus oiratianus,94037,Opisthokonta_Metazoa,Nematoda,Chromadorea,Aerobic_mitochondria,None
Undaria pinnatifida,74381,SAR_Stramenopiles,Stramenopiles,Phaeophyceae,Aerobic_mitochondria,Secondary_red_plastid
Ctenomys leucodon,61871,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Maniola jurtina,191418,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Dysphania pumilio,434245,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Notocrypta curvifascia,218742,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Squalogadus modificatus,332423,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Olea europaea subsp. cuspidata,129566,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Theobroma cacao,3641,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Arthrobotrys entomopaga,321852,Opisthokonta_Fungi,Ascomycota,Orbiliomycetes,Undescribed,None 
Hynobius maoershanensis,429345,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Acanthamoeba rhysodes,32599,Amoebozoa,Discosea,Longamoebia,Aerobic_mitochondria,None 
